source,target,accuracy,kappa,f1_macro,cka,method
4,1,0.3576388888888889,0.1435185185185185,0.2851982994036021,0.018645025852586965,koopman-noalign
4,2,0.2743055555555556,0.03240740740740744,0.16215780453998163,0.02079423328940152,koopman-noalign
4,3,0.3854166666666667,0.18055555555555558,0.32679576946046096,0.009958119848327115,koopman-noalign
4,5,0.2847222222222222,0.04629629629629628,0.1975867269984917,0.016229474688214687,koopman-noalign
4,6,0.3090277777777778,0.07870370370370372,0.30267895147754387,0.013786366441341612,koopman-noalign
4,7,0.3368055555555556,0.1157407407407407,0.25391547049441787,0.010268551504427919,koopman-noalign
4,8,0.4270833333333333,0.23611111111111116,0.3374781816641247,0.011270714965472993,koopman-noalign
4,9,0.4305555555555556,0.2407407407407407,0.4023944344740805,0.016353652475393922,koopman-noalign
5,1,0.23958333333333334,-0.01388888888888884,0.11829268292682928,0.020372729107267562,koopman-noalign
5,2,0.2638888888888889,0.01851851851851849,0.22463622994332721,0.28163341349775484,koopman-noalign
5,3,0.2743055555555556,0.03240740740740744,0.2038872733422429,0.03239806958359487,koopman-noalign
5,4,0.24305555555555555,-0.0092592592592593,0.16709200348621855,0.01895917673079444,koopman-noalign
5,6,0.24305555555555555,-0.0092592592592593,0.20653580268023353,0.0601983017648522,koopman-noalign
5,7,0.1527777777777778,-0.12962962962962954,0.12062520991929009,0.013050458093237615,koopman-noalign
5,8,0.2326388888888889,-0.02314814814814814,0.14575418601378923,0.012418346263561851,koopman-noalign
5,9,0.11458333333333333,-0.18055555555555558,0.09314836191122514,0.05510321507791992,koopman-noalign
6,1,0.4340277777777778,0.24537037037037035,0.37028262279832064,0.031784801921931234,koopman-noalign
6,2,0.2673611111111111,0.02314814814814814,0.19243180755191883,0.018120400031895217,koopman-noalign
6,3,0.3472222222222222,0.12962962962962965,0.3186014641710844,0.015486750261001492,koopman-noalign
6,4,0.2743055555555556,0.03240740740740744,0.1571088794926004,0.01840713228336023,koopman-noalign
6,5,0.25,0.0,0.10027855153203342,0.026637857811514627,koopman-noalign
6,7,0.2604166666666667,0.01388888888888884,0.2009772150494488,0.04129497326115621,koopman-noalign
6,8,0.3333333333333333,0.11111111111111116,0.2729876659855274,0.010785421150764661,koopman-noalign
6,9,0.2326388888888889,-0.02314814814814814,0.23069235391987444,0.02829468156210565,koopman-noalign
7,1,0.5381944444444444,0.3842592592592593,0.5082264957264957,0.12459227747475728,koopman-noalign
7,2,0.21180555555555555,-0.05092592592592582,0.17450338299503382,0.02436473994735814,koopman-noalign
7,3,0.5590277777777778,0.4120370370370371,0.5421913091791388,0.06093087716865576,koopman-noalign
7,4,0.2604166666666667,0.01388888888888884,0.2126367665603442,0.013247167319555218,koopman-noalign
7,5,0.2604166666666667,0.01388888888888884,0.12680384847523657,0.02214247439060724,koopman-noalign
7,6,0.23958333333333334,-0.01388888888888884,0.12736547638637485,0.021931342635987845,koopman-noalign
7,8,0.4236111111111111,0.2314814814814815,0.385072821475245,0.06875418114646557,koopman-noalign
7,9,0.4444444444444444,0.2592592592592593,0.4014492163359718,0.06364169542932327,koopman-noalign
8,1,0.2881944444444444,0.05092592592592593,0.1943348440415889,0.07926646377745959,koopman-noalign
8,2,0.2569444444444444,0.0092592592592593,0.17924879499087848,0.014970785296101446,koopman-noalign
8,3,0.2881944444444444,0.05092592592592593,0.18902750642208474,0.10674271183528398,koopman-noalign
8,4,0.2638888888888889,0.01851851851851849,0.14901693889897158,0.017464473069741242,koopman-noalign
8,5,0.25,0.0,0.1,0.036201111156918944,koopman-noalign
8,6,0.28125,0.04166666666666663,0.18853923853923854,0.015489253734546335,koopman-noalign
8,7,0.2638888888888889,0.01851851851851849,0.1387391774891775,0.03732644550971663,koopman-noalign
8,9,0.5451388888888888,0.3935185185185185,0.4689792701447397,0.09956375483514732,koopman-noalign
9,1,0.2743055555555556,0.03240740740740744,0.14474391719317115,0.0936462464954691,koopman-noalign
9,2,0.25,0.0,0.1,0.0370346642575737,koopman-noalign
9,3,0.3645833333333333,0.1527777777777778,0.2769188232458014,0.03999866703468914,koopman-noalign
9,4,0.25,0.0,0.1,0.023509593327489347,koopman-noalign
9,5,0.25,0.0,0.1,0.06169912238804639,koopman-noalign
9,6,0.2847222222222222,0.04629629629629628,0.2041312853812854,0.02816025339919038,koopman-noalign
9,7,0.25,0.0,0.1,0.034762974368577865,koopman-noalign
9,8,0.2604166666666667,0.01388888888888884,0.20409957982764065,0.048563913118017034,koopman-noalign
