policy,setting,coverage,subject,policy_accuracy,ra_accuracy,delta_vs_ra,late_session_acc,negative_windows,balanced_accuracy,macro_f1
d_tgt,retrospective,0.1,9,0.4270833333333333,0.4201388888888889,0.00694444444444442,0.3020833333333333,0,0.4270833333333333,0.4336518634450721
d_tgt,retrospective,0.2,1,0.5451388888888888,0.5520833333333334,-0.006944444444444531,0.4895833333333333,2,0.5451388888888888,0.5184507707486847
d_tgt,retrospective,0.2,2,0.21180555555555555,0.21875,-0.0069444444444444475,0.2708333333333333,1,0.21180555555555558,0.19636738211099525
d_tgt,retrospective,0.2,3,0.6215277777777778,0.6527777777777778,-0.03125,0.6145833333333334,2,0.6215277777777778,0.6181509618857102
d_tgt,retrospective,0.2,4,0.3854166666666667,0.3854166666666667,0.0,0.4270833333333333,1,0.38541666666666663,0.3545950387643949
d_tgt,retrospective,0.2,5,0.3229166666666667,0.3298611111111111,-0.00694444444444442,0.3125,2,0.32291666666666663,0.32249051761246883
d_tgt,retrospective,0.2,6,0.3541666666666667,0.3541666666666667,0.0,0.3125,1,0.3541666666666667,0.3427323844134868
d_tgt,retrospective,0.2,7,0.3854166666666667,0.3888888888888889,-0.00347222222222221,0.3125,1,0.38541666666666663,0.37277569493261126
d_tgt,retrospective,0.2,8,0.5486111111111112,0.5451388888888888,0.003472222222222321,0.5416666666666666,0,0.5486111111111112,0.4905156086738881
d_tgt,retrospective,0.2,9,0.4409722222222222,0.4201388888888889,0.020833333333333315,0.3020833333333333,0,0.4409722222222222,0.4499386555693689
d_tgt,retrospective,0.3,1,0.5486111111111112,0.5520833333333334,-0.00347222222222221,0.5,2,0.548611111111111,0.5214533473718297
d_tgt,retrospective,0.3,2,0.20833333333333334,0.21875,-0.010416666666666657,0.2604166666666667,2,0.20833333333333337,0.19165556059847552
d_tgt,retrospective,0.3,3,0.6180555555555556,0.6527777777777778,-0.03472222222222221,0.6145833333333334,3,0.6180555555555556,0.6164897924972633
